date,caudal_chosica_m3s,caudal_sheque_m3s,caudal_tamboraque_m3s,volumen_chosica_mmc,volumen_sheque_mmc,volumen_tamboraque_mmc
1964-01-01,29.9816047538945,14.830509420391769,25.908340807635835,80.30273017283103,39.72203643157731,69.39290001917182
1964-02-01,53.02857225639664,14.97500754456618,11.13011448595077,132.86839064562741,37.521378903665024,27.88761485599825
1964-03-01,44.2797576724562,20.026457642533522,15.132356340247858,118.59890294990667,53.63886414976179,40.53050322171986
1964-04-01,38.946339367881464,12.455725859398353,21.648292562673646,100.94891164154875,32.28524142756053,56.112374322450094
1964-05-01,21.24074561769746,8.144243655210252,20.52837112496826,56.89121306244087,21.813542206115137,54.983189221114976
1964-06-01,21.239780813448107,6.460522821013424,10.770126314117391,55.0535118684575,16.745675152066795,27.916167406192276
1964-07-01,17.32334448672798,18.082196090777906,22.68499624983112,46.39884587325222,48.43135400953955,60.75949395554767
1964-08-01,49.647045830997406,15.924952821655435,12.039930293059893,132.97464755374344,42.653393637521916,32.247749296931616
1964-09-01,39.04460046972835,17.265276289587575,12.028717066807214,101.20360441753589,44.751596142611,31.178434637164298
1964-10-01,43.32290311184182,9.407426584142572,17.665539612081446,116.03606369475712,25.196851362967465,47.31538129699894
1964-11-01,15.823379771832098,8.181943609388316,18.672918827150657,41.014200368588796,21.207597835534518,48.4002055999745
1964-12-01,53.79639408647977,6.232714650686111,18.441551741080602,144.08826192122743,16.69370292039768,49.39385218331029
1965-01-01,48.29770563201687,11.609400940905552,9.646763073159587,129.360574764794,31.094619480121427,25.837890215150637
1965-02-01,23.493564427131048,15.43868298967413,23.794295527346847,56.83563106211543,37.34926188861965,57.5631597397575
1965-03-01,22.272998688284027,12.275904721595717,12.780800766596709,59.655999686699936,32.87978320632197,34.23209677325262
1965-04-01,22.33618039413735,12.999598752379665,10.331268583090475,57.89537958160402,33.69495996616809,26.778648167370513
1965-05-01,27.16968971838151,20.466539111899976,23.997465437641587,72.77129694171303,54.817578357312904,64.27481142817922
1965-06-01,35.990257265289515,11.572087472372806,25.20172696813556,93.28674683163042,29.994850728390315,65.32287630140736
1965-07-01,32.27780074568463,14.223831826556973,23.51829711077811,86.45286151724171,38.097111164250194,62.99140698150809
1965-08-01,26.649165607921677,18.538448203858287,22.571289345047806,71.37712516425742,49.65337966921404,60.454941381776045
1965-09-01,39.474115788895176,12.344684517140323,19.794355651502393,102.31690812481628,31.99742226842772,51.30696984869421
1965-10-01,20.579754426081674,15.953387203645976,17.915432670964506,55.120814254817155,42.72955228624538,47.98469486591134
1965-11-01,26.685785941408724,19.79781933994792,9.565761678405382,69.1695571601314,51.315947729145016,24.79445427042675
1965-12-01,29.654473731747668,21.192329978522274,15.352157835272576,79.42654244311295,56.76153661447406,41.11921954599406
1966-01-01,33.24279936868144,8.353175694864607,14.708393306221652,89.03751382907636,22.373145781125363,39.39496063138407
1966-02-01,46.407038455720546,20.82540200258391,12.675568107685873,112.26790743207914,50.380812524651,30.664734366113663
1966-03-01,22.98695128633439,13.873860689272611,21.02156204639453,61.56825032531803,37.15974847014777,56.30415178506311
1966-04-01,35.569377536544465,10.131910212783334,16.925763231417875,92.19582657472324,26.261911271534398,43.87157829583513
